call-id,user,start,end,media-id
4fd7116d-c5e6-47e3-baeb-6b4fe71471fc,"eve886",2017-06-28T10:34:00.000Z,2017-06-28T11:32:00.000Z,fa8a3e33-a416-4342-b4a4-2769bdd3c425
13ad68b6-1008-4693-bd07-3afd3f2d7458,"frank611",2017-12-16T05:52:00.000Z,2017-12-16T06:35:00.000Z,6827f09c-d488-4ad6-964d-d79c8244b531
c2349806-6a26-4d6c-8787-7d3ed1945dc2,"bob895",2017-12-05T12:19:00.000Z,2017-12-05T13:23:00.000Z,da881600-9fd3-49ff-bdce-360dcccecf5d
b9a974cc-52bd-49ed-bc0b-51268f0a4145,"dave178",2017-07-12T02:40:00.000Z,2017-07-12T03:27:00.000Z,03c3febe-d5f5-49b7-9d45-91c748dd74ba
d0df6fc8-a15e-46d9-a11d-08f24b646e5c,"carol774",2017-01-18T02:13:00.000Z,2017-01-18T02:41:00.000Z,f11c54b3-fd4c-4e57-959b-ff73cd3c8065
4c7df07b-ff89-4d3a-9fd3-32d7e952fc27,"alice157",2017-04-28T06:36:00.000Z,2017-04-28T07:54:00.000Z,8b12e994-514d-4ab4-a133-69a0f72168a2
9f841cbe-edf2-4579-a1ad-49e14638b746,"frank417",2017-07-08T02:06:00.000Z,2017-07-08T02:24:00.000Z,9af9a846-24ba-402d-894b-3fb8454acaee
511d0782-2ff3-457f-9ab9-a5df3c9c0383,"alice157",2017-12-14T04:09:00.000Z,2017-12-14T05:06:00.000Z,7d6394d6-8a3a-4fb6-8c6e-d330e37630bb
89e7429c-c0c6-4f26-a5a2-54c172972deb,"dave178",2017-04-30T14:36:00.000Z,2017-04-30T15:48:00.000Z,d0a51e8c-815c-4ccd-95fe-f81993979712
801cb787-86af-493f-b015-9545072ef75f,"eve886",2017-01-15T10:27:00.000Z,2017-01-15T11:37:00.000Z,10c4bc79-43f4-48cc-afdc-243302fde0bb
fcbdfdaf-dd9b-4b50-8b5e-682870b44333,"eve287",2017-01-14T01:52:00.000Z,2017-01-14T02:17:00.000Z,f4ac0273-9458-48b8-87a1-242733cac35f
b60770e8-0f2a-441a-b357-5fe6e72afd96,"eve287",2017-10-31T14:15:00.000Z,2017-10-31T14:56:00.000Z,bde05dfd-3193-4697-bf49-01d27a220617
3e5976cd-aa02-4aff-bcfa-d87d41ec5da5,"eve887",2017-03-20T01:48:00.000Z,2017-03-20T02:28:00.000Z,382cb1ec-c2db-45fd-bd6a-0a1823a24692
f2cf8c5d-7a4e-433d-9c98-37d8fb355a51,"alice070",2017-11-13T12:09:00.000Z,2017-11-13T12:54:00.000Z,5e3647ed-43b4-4a00-9423-214496ac9307
08abb8fb-ebdc-4a44-8474-3e84da6d8184,"frank046",2017-11-04T14:31:00.000Z,2017-11-04T15:28:00.000Z,d6360c77-616e-4f38-8cbf-b78b6d73bf9d
0eb829c9-f98f-44b8-9ec9-630c93b843d2,"dave178",2017-02-12T00:39:00.000Z,2017-02-12T01:23:00.000Z,3ce079c4-f103-48a3-b9f7-c572a8763129
7d8d5c8b-b26c-49ea-8649-2e5f2a534c4a,"frank417",2017-03-05T20:47:00.000Z,2017-03-05T21:14:00.000Z,e9330d3c-32f5-41a4-b111-f1866ef45a4a
9ca96835-a517-44b1-9b95-c4cafc6b491d,"frank046",2017-06-04T09:02:00.000Z,2017-06-04T09:49:00.000Z,74561f37-cfe9-4971-942e-c030f2d0e4a8
9eb26222-4da5-4462-9fd9-698055a09a4d,"eve385",2017-02-14T17:48:00.000Z,2017-02-14T18:14:00.000Z,39603bb1-3a4b-4782-b1a9-e1dcba43a823
21007ce5-d396-41bb-8e7e-c807cde74d73,"dave044",2017-05-15T03:06:00.000Z,2017-05-15T03:47:00.000Z,793bd7b8-2b86-480c-aaea-8191e34fba61
d38dddf3-0af1-4b38-b0ad-ccd65569e539,"eve886",2017-03-06T10:23:00.000Z,2017-03-06T11:44:00.000Z,418d3dc7-a9e3-4969-a8ce-e62e94639a42
13f26ce9-daf4-4740-9225-14accef3b004,"bob179",2017-05-26T17:45:00.000Z,2017-05-26T18:47:00.000Z,e63b4fbc-0756-4dff-a149-e2a1edc02a21
836cfa7a-b973-4909-8e3a-835d4e439599,"eve091",2017-04-24T23:14:00.000Z,2017-04-24T23:39:00.000Z,2c689c76-7ccd-4ce1-96f3-9899f666d2cd
4cfde061-5d87-4317-8959-8d7bf3379d66,"eve886",2017-12-08T23:48:00.000Z,2017-12-09T00:35:00.000Z,8070711f-f236-45ab-b712-384d0b6a827d
b86307b3-b136-4ba8-b027-145f4c14f477,"alice157",2017-06-27T00:50:00.000Z,2017-06-27T01:49:00.000Z,af46506c-f86a-49e7-9c62-a737fc66c329
5e1dc901-29da-42d1-9520-bbff9c13d8db,"frank046",2017-11-22T14:34:00.000Z,2017-11-22T15:29:00.000Z,27836176-bd90-4306-9451-cb3ca8a13927
cbf66a8d-8214-45eb-af3e-748a6c5a8203,"eve287",2017-10-16T03:23:00.000Z,2017-10-16T04:36:00.000Z,dd9c8c23-26b2-4c97-a4dc-56833e3c12e4
26814c2f-0953-4532-8fc3-b8ef02abbbe8,"eve091",2017-11-24T21:52:00.000Z,2017-11-24T22:50:00.000Z,f5dbe005-f162-4dda-9592-9627b1f751ee
307d46be-2c13-40f2-846b-83a780cfcc41,"frank417",2017-05-30T04:54:00.000Z,2017-05-30T06:01:00.000Z,26494c5b-2cb7-4f69-8d56-5f878a200102
d4d67e2e-ae62-455e-b12d-b53e7e65a76c,"frank611",2017-05-22T16:22:00.000Z,2017-05-22T16:59:00.000Z,32989495-79dd-434c-bce9-f3d0d9d81f26
8ebd8f3f-041d-405d-be30-2bcebbf92e59,"frank345",2017-04-04T03:01:00.000Z,2017-04-04T04:06:00.000Z,8d45ce7b-3353-437c-8d02-f59ce45e6c07
55153b34-6f7b-4454-aac1-7a2a5d92d944,"eve091",2017-07-09T08:40:00.000Z,2017-07-09T09:27:00.000Z,037df840-6c23-4bdf-b8bc-e9b68e6b3006
5c11f5d7-33f8-483b-982b-b199ef9452ea,"frank046",2017-11-30T14:50:00.000Z,2017-11-30T15:39:00.000Z,8505c0ab-9bef-40ce-8869-c162472fde6a
db274a6d-1884-4062-9c9b-ef5fe05859bb,"frank611",2017-09-03T01:16:00.000Z,2017-09-03T02:28:00.000Z,40573a3f-7576-4b79-a577-88e89e9545e5
a2c68261-3c6b-48c5-b0df-3f18f251cbca,"dave044",2017-05-24T12:33:00.000Z,2017-05-24T13:39:00.000Z,72f95e36-e7a3-4f82-bc9c-34f577935bd8
fd329bc3-4085-45c9-bfca-597804db527a,"bob895",2017-02-26T11:14:00.000Z,2017-02-26T11:55:00.000Z,bafa2bbd-4a7c-4f65-a54b-b57bed32dad8
e7852918-52d7-4a45-a4f5-ede8ea0acfdf,"carol774",2017-08-25T18:46:00.000Z,2017-08-25T19:53:00.000Z,0f11e648-89ee-43ef-9853-0a3bde106747
674baa57-bff5-4eb4-ae7a-45da20155740,"bob179",2017-11-27T01:17:00.000Z,2017-11-27T02:19:00.000Z,0fbd627d-bd76-4534-b9bc-7e7431441a26
acc9878b-ed96-4593-952f-8a1d562f4817,"frank459",2017-12-20T15:25:00.000Z,2017-12-20T16:42:00.000Z,0f85bca3-7f04-46b8-8acb-e2843ce731ce
8d20d222-68f6-41eb-97c7-8dd58229ee9d,"dave178",2017-03-12T18:41:00.000Z,2017-03-12T19:44:00.000Z,6911bc5c-06aa-456e-b68f-bac28f11ef5d
a7b45843-2962-4f3f-a5d5-0ab3b63160ed,"frank459",2017-12-01T20:45:00.000Z,2017-12-01T21:16:00.000Z,37013b74-3381-4919-b32a-8ecf5ce91c57
db2306d0-b3dd-4f12-b113-c091f95ebf1b,"bob895",2017-10-22T20:07:00.000Z,2017-10-22T20:45:00.000Z,3293611b-866e-42e2-9c2e-a0503ef377e9
773c2b2c-b264-48ab-97a8-75b32cb69486,"frank046",2017-08-22T06:50:00.000Z,2017-08-22T07:57:00.000Z,613af4d8-762a-444b-a2f5-a79d7bee58cf
8bd849da-0eb7-49f4-b4f3-5ef6fb64aae0,"frank235",2017-02-18T05:13:00.000Z,2017-02-18T06:18:00.000Z,ad958cc4-a5d1-4a88-bd2f-421f2ba8b06a
78e2e0f1-04f3-4c05-a422-184cd2b9ccf2,"frank235",2017-11-08T18:14:00.000Z,2017-11-08T18:49:00.000Z,9984b6ae-0c18-4f79-876b-8de35786a41b
41cad2ed-0be3-4886-9a34-6e9f37d8721f,"dave044",2017-04-07T19:41:00.000Z,2017-04-07T20:32:00.000Z,8e803dfc-7fb0-4541-a020-a77b87c405e7
77296bc9-77cd-4b82-8e84-7b910ec6c9f1,"frank235",2017-02-13T21:22:00.000Z,2017-02-13T22:05:00.000Z,0c2dd698-7dba-433e-8a47-e9349fa9ff1f
db9cd468-c58a-4377-9641-ecbb08db79be,"frank046",2017-11-23T06:53:00.000Z,2017-11-23T08:11:00.000Z,c1c41815-ca43-4c31-b17b-b31c4a0d5806
e6f2c78e-4db6-407e-8806-68f2fecb9f18,"eve287",2017-06-29T08:14:00.000Z,2017-06-29T08:48:00.000Z,92033ee1-027b-4709-b009-c7a0d8cf5cf2
4f7376f9-93c0-42ae-9cbb-b1e23218f46d,"eve091",2017-04-14T10:50:00.000Z,2017-04-14T11:39:00.000Z,a7e702fb-5faa-4a86-9e8d-655b29b4c537
ee20c815-d999-4fbe-aacb-ccb4eb26500e,"eve775",2017-05-29T02:29:00.000Z,2017-05-29T03:29:00.000Z,fa84be66-fe21-4ee7-9f08-5865cd1b8d90
c1ed5748-fb7a-4b6a-8caa-321208971ad6,"frank611",2017-06-26T14:04:00.000Z,2017-06-26T14:45:00.000Z,46b7f8d0-e6c2-4c97-a6c5-1d73b0f5c8aa
0430f58d-f03e-4cfb-89b7-bdb7ced10fcd,"bob179",2017-03-20T19:58:00.000Z,2017-03-20T20:22:00.000Z,c1b19c02-6c3d-4b69-bced-9b3add3fb5ba
447a4fa6-b82b-4da6-9eb0-8ae8783ec3b6,"frank459",2017-03-09T00:54:00.000Z,2017-03-09T01:54:00.000Z,7cb5ef69-5b49-4417-91c8-9f4e27b58359
7d911083-0ce7-4c00-a8a2-f831b1c1adb9,"carol774",2017-06-06T04:54:00.000Z,2017-06-06T05:22:00.000Z,1bf6ba42-5fbf-409a-beb6-6e7e8bd3877d
3c78615b-31fc-479e-a870-dbdd5e2de176,"bob895",2017-06-10T02:34:00.000Z,2017-06-10T03:17:00.000Z,1f888b6d-32ee-4611-a7b7-a9ce3abf31e0
ee20c815-d999-4fbe-aacb-ccb4eb26500e,"frank611",2017-05-29T02:39:00.000Z,2017-05-29T03:28:00.000Z,7b98bcaf-050f-44c0-8c08-ad7948bcc21b
7f636455-69d9-4aa8-9546-7798d8c535d4,"eve385",2017-05-18T11:21:00.000Z,2017-05-18T12:21:00.000Z,853f8b00-8776-4382-95d1-5fed02d57cb2
24d615d2-f0ef-4548-a157-b5f230da2201,"frank345",2017-08-25T09:11:00.000Z,2017-08-25T09:43:00.000Z,9f449b81-3344-4679-b43e-5576ff829382
a1aba5d4-e113-428d-b3f0-f797ff3fc2d7,"eve886",2017-07-01T01:03:00.000Z,2017-07-01T02:00:00.000Z,235fc0cd-835a-4675-98bd-c16229cb2815
