call-id,user,start,end,media-id,transcript
8d2e6897-0602-486c-93e3-e51de17dc2ac,frank813,2017-07-21T00:35:00.000Z,2017-07-21T01:14:00.000Z,5c81adfa-cefc-4870-a575-42745c220380,happy #charitytuesday 
78e7dc2d-8a1b-41fc-8605-be674847fa8b,frank715,2017-10-06T13:26:00.000Z,2017-10-06T14:36:00.000Z,3a1deaad-119e-4a91-a9cd-92207aca37fc,happy 38th birthday to my boo of alll time!!! tupac amaru shakur 
b27b1575-3685-435f-8cc0-78a94e8322c8,carol909,2017-08-21T15:01:00.000Z,2017-08-21T15:55:00.000Z,0a9fb6b9-d6b4-4349-b606-7b1329cbe094,are you ready for your mojo makeover? ask me for details 
c5713bb2-53c4-4e7f-b85a-5cd4f9cf2258,carol568,2017-03-20T02:49:00.000Z,2017-03-20T03:31:00.000Z,c6b8f516-dd6a-42bc-997b-c5d9b18880b2,thewdb.com - very cool to hear old walt interviews!  â« http://blip.fm/~8bmta
6745e553-9342-4b08-9e42-12622fb7f36d,bob041,2017-02-24T23:58:00.000Z,2017-02-25T00:35:00.000Z,7e6b6b3a-9e8d-47ad-b15a-fa3ec6feb710,http://twitpic.com/2y7bg - this is ashley from kick's afternoon show. he's not impressed with the twitter 
fc0ad415-625b-4010-8487-9fef3dd87f3c,carol568,2017-01-08T10:36:00.000Z,2017-01-08T11:25:00.000Z,24e75844-92e9-4e15-b8ee-9bf9026af6c7,just woke up. having no school is the best feeling ever 
68be90fe-3cbb-4c99-853f-9015b84e415e,frank840,2017-06-28T06:42:00.000Z,2017-06-28T07:26:00.000Z,abb9d181-1068-4c01-8d85-48813d2669e6, that does work better than just waiting for it  in the end i just wonder if i have time to keep up a good blog.
dffc3b97-49aa-436d-a736-cded8d800c41,bob327,2017-11-16T03:25:00.000Z,2017-11-16T03:48:00.000Z,6d0861fd-3ac3-4f9d-88cb-014922c8a7f5,
a4470a35-2684-48a6-a0bb-1d807970c5d1,eve157,2017-03-03T02:28:00.000Z,2017-03-03T03:08:00.000Z,99953419-a249-4235-b74a-956b21282cb5,
0df8c3d9-00fd-4289-abdd-3a72104a7c65,eve431,2017-11-25T07:12:00.000Z,2017-11-25T08:09:00.000Z,e5742bc9-5778-4a3b-bc89-94267087f513,recovering from the long weekend 
f814b7e6-a070-4efd-9bf7-404a07643136,bob830,2017-11-19T22:22:00.000Z,2017-11-19T23:21:00.000Z,d4e7bddd-e399-45f4-8648-ffc9d92e02cc,homework 
31832ac2-9040-4b27-a1a3-595d8e673b6e,bob371,2017-03-19T23:37:00.000Z,2017-03-19T23:52:00.000Z,8ce6a1e2-ce9e-4beb-816a-dedf81482662, even though i am all sore 
6ce81878-f41c-4bd6-bcdc-938fac44b49e,alice387,2017-09-21T20:18:00.000Z,2017-09-21T20:53:00.000Z,6ddb5b81-9846-4963-aa03-fb57e6c87a5d,
1b938a4b-398f-4f2f-bd99-8b2d3e153cf4,bob332,2017-03-17T21:47:00.000Z,2017-03-17T22:52:00.000Z,fa851e06-5c7a-4db2-b856-364b78257c70, and my internet keeps freezing and won't load 
61608412-600f-49fc-804d-c1e1246174e3,bob588,2017-03-05T12:30:00.000Z,2017-03-05T13:52:00.000Z,66346a13-0638-4c45-bfe5-4253d5249593,why won't twitter let me change my picture? 
eb018ed0-1b29-477b-a3f8-0139f8184963,alice426,2017-09-20T19:19:00.000Z,2017-09-20T19:59:00.000Z,b07ad340-e95c-4bda-89c3-c8863eabd840,wooooo! xbox is back 
de84b1dc-4ff4-43a7-b205-2d39c519d8f0,dave834,2017-04-18T21:47:00.000Z,2017-04-18T21:57:00.000Z,4c4e2a39-5893-4b5d-a856-92c34b5b80b8,
22a9c48e-59b5-4c02-9a9a-dabd1ef612d6,dave925,2017-02-26T05:19:00.000Z,2017-02-26T06:33:00.000Z,6751e5bc-0985-4b78-aaeb-375196f584bc,
ebf7c43c-9d6c-400a-88aa-0991c1360c39,bob327,2017-04-07T15:44:00.000Z,2017-04-07T16:38:00.000Z,d0ce8db8-3e1b-4879-9326-0335502c6c83, etc. 
c18ccf31-1520-4594-a489-4aeafac34f69,alice387,2017-06-29T10:42:00.000Z,2017-06-29T11:09:00.000Z,8c4f80fe-7b6d-471d-b35c-1d0068ac7163,
22ec66e9-1939-4e0a-bd3c-f466843b404f,bob588,2017-09-27T02:20:00.000Z,2017-09-27T03:23:00.000Z,58f80d70-498a-4a80-b959-1142e8259cd2, i want eatser show on the 14th; not 15th   this is bad for me  maddie d:
5508c140-08f9-4068-87a1-18678bb02dc4,bob185,2017-11-25T19:34:00.000Z,2017-11-25T20:26:00.000Z,05b77cbc-53d5-4fa4-b1d6-805e2c2a0b7f,
486b2b25-4823-4ef2-9a65-2defcb8f8d8c,eve790,2017-12-02T01:11:00.000Z,2017-12-02T01:40:00.000Z,07526438-b03e-47e7-bf43-9213bb4b921d,
e04b5a05-f147-4fdc-9a65-5e8f3b0c7063,carol346,2017-01-18T17:38:00.000Z,2017-01-18T18:26:00.000Z,49053175-2fa0-4078-8d97-8d12459e7c20, beware falling prey to lsd &quot;lead singer disease&quot; http://tinyurl.com/n65xjt  #music #haveyouever?
a78ba09b-79e4-4c99-bc41-f6f4445267d2,frank309,2017-12-17T08:10:00.000Z,2017-12-17T08:56:00.000Z,eb1978ce-6ca0-4ded-9364-a6cc5e981cd9, babe). 
34ddb787-a798-4ebb-afab-d0f8abeddbf7,dave985,2017-01-17T11:08:00.000Z,2017-01-17T11:48:00.000Z,21535de6-6e2b-4314-9c76-fe8612082b80, talking about our most important and favourite issue! you know what i mean 
8e71b719-ac64-44d9-8886-4c97275b138a,bob830,2017-11-11T02:54:00.000Z,2017-11-11T03:57:00.000Z,538cc3b2-f252-4395-bfd9-493359a316b0, but it feels like you have 
7c5fd0ac-6c58-44c8-999c-54708b17d580,eve347,2017-09-12T02:06:00.000Z,2017-09-12T02:48:00.000Z,931f47a0-02d0-4437-a3b0-59363c57327d, and i was set  the groups seemed like a pain to set up...
51ccb902-9bc4-43ff-ae07-97c721c35097,bob588,2017-11-13T17:36:00.000Z,2017-11-13T18:20:00.000Z,e980fa8d-a8a9-49f2-bba3-3d904c722e55,
64c2085a-87b1-42cb-8e7e-d85b6ed99638,alice010,2017-01-18T02:31:00.000Z,2017-01-18T03:18:00.000Z,6b86ecb3-f01c-4972-a191-c8661ee5200a,another commenting contest! [;: yay!!!  http://tinyurl.com/m6j2an
95226bd6-f724-4f54-bfd9-f5b0fd4743ad,bob327,2017-01-12T21:38:00.000Z,2017-01-12T22:26:00.000Z,1653f43e-4b45-4017-bba4-1fe4b2431e4a,today's plan: driving back to vienna: spring cleaning in my flat 
bdd25d43-4259-49b4-96af-1aed7214787d,eve431,2017-01-26T08:05:00.000Z,2017-01-26T08:37:00.000Z,911baebb-bfb6-41e9-ac20-208808fd8581,
ecc1cb3f-6b3d-4843-bc8d-439e7711ed08,carol909,2017-02-28T00:10:00.000Z,2017-02-28T00:57:00.000Z,a6a6e39e-1e5e-4a9a-8f1e-76ad4f8671f9,in the garden 
48cc930b-119a-4672-989c-51246eebee57,frank309,2017-02-26T03:01:00.000Z,2017-02-26T04:08:00.000Z,125335ae-88fe-49db-a69a-c70c4be0fa16,
46e6260a-5d3d-41f6-bf9e-e61efcb6b87b,eve157,2017-10-02T08:38:00.000Z,2017-10-02T09:29:00.000Z,5cf61941-5bdb-4b8d-98c1-9237475da555,
bb2ef352-27ef-47ce-a09d-abeefa4a90a7,eve250,2017-08-31T06:11:00.000Z,2017-08-31T07:05:00.000Z,11f95bf2-1ded-46bc-8c07-449f559b46b3, my conscience would be clear in that case. 
add0c2e5-13e2-4a94-a2c9-70f8e0a57c06,dave985,2017-09-26T21:57:00.000Z,2017-09-26T22:33:00.000Z,7aaf5bb6-8339-4ea9-9e4d-3937a3d7fffb, thanks so much for all those kind notes while i was gone. they made me smile at times when i needed it!
66328045-854e-4216-83ed-e3754f27f1d9,frank840,2017-06-18T09:12:00.000Z,2017-06-18T10:36:00.000Z,ec3258f5-f6ee-4ddb-962a-384437c6b3dd, ill see you saturday 
6db09a4e-139d-4d19-9a01-9ca802f21858,frank125,2017-02-28T04:59:00.000Z,2017-02-28T05:43:00.000Z,f5a6da88-2896-4683-8a62-804389b5b8f5,http://twitpic.com/7jp4n - omg! office space... i wanna steal it. 
555cbd0b-63e6-4b35-bc1a-bd4f9a66366e,bob041,2017-04-11T07:49:00.000Z,2017-04-11T08:50:00.000Z,82e5d50a-5bcb-4390-8900-a0fa0867936c,i'm not ready for school yet 
c554ab59-fbca-4762-8793-e9f79410f3aa,bob474,2017-10-05T18:58:00.000Z,2017-10-05T19:28:00.000Z,f8820550-7273-4969-9e88-588487fa33b9,work time 
d3c8b61d-f187-49b5-aed4-6ffbabcc37ea,alice318,2017-06-20T08:26:00.000Z,2017-06-20T09:25:00.000Z,6af0c23c-a0e8-4c41-be19-53398fc9332e,
c446d1a2-4d12-44d4-8f4a-89aaa143264c,carol057,2017-02-24T13:32:00.000Z,2017-02-24T14:28:00.000Z,30dd23e4-11ac-4459-b351-878a7b618a0e, but it'll do for now 
c6e619e4-2d1b-4dd5-9fa9-190d8d07a481,frank235,2017-07-03T05:44:00.000Z,2017-07-03T06:24:00.000Z,2b33021c-8fff-4c59-a7ac-2f9f67e56212,thanks 
c7a72b25-b834-4b0e-a6d5-9f98e6622412,alice010,2017-03-24T14:37:00.000Z,2017-03-24T15:22:00.000Z,febce5f1-fab1-42a0-9f9c-d3f0fc3268d9,
8212b558-7f6e-4463-b616-c78d96cf56c2,carol909,2017-09-08T14:34:00.000Z,2017-09-08T15:06:00.000Z,1a0025bc-3a2d-49c9-9a27-24ff2e1f01bd,done la examen! easy peasy  so proud of myself!!
9d890c46-2d27-459b-8730-d1e1b47f0234,bob185,2017-12-14T08:56:00.000Z,2017-12-14T09:36:00.000Z,8e19d9cc-b858-4b7b-893d-a66263a19f4d,pure hurt my neck at the gym 
859d1c76-b9ac-4b12-9cc5-159320a9440a,alice593,2017-09-02T05:49:00.000Z,2017-09-02T06:48:00.000Z,f739de1c-4b24-426f-9218-c2da1d98b607,checking my mail 
13decb0b-3716-432e-bdfe-34b01bce6333,eve672,2017-10-09T03:41:00.000Z,2017-10-09T04:15:00.000Z,b37f44e8-b3d6-4e04-a6ec-cba27d551efc,got home an hour ago ate lunch watched some tv and now i listening to kelly clarkson no exam tomorrow yay!!!!!!!  3 down 4 to go
8834b0a7-8fcf-4521-b065-62f20abac499,alice426,2017-11-25T05:34:00.000Z,2017-11-25T06:05:00.000Z,a87df409-a1e4-44da-b6b1-8da7982e510e, the bottom of 'website &amp; brand identity' is out 
535de7cd-5e65-4c9d-9bae-d9508905aa00,alice150,2017-08-20T23:13:00.000Z,2017-08-21T00:13:00.000Z,a98b6c49-1d5e-4f1c-8939-c5e088b42089,
70c75695-1fc6-4d7d-a88e-0d9edd2f2847,eve157,2017-05-10T12:11:00.000Z,2017-05-10T12:59:00.000Z,a4c937ad-34af-4d7b-b850-1a826f1827dc,
441af211-318a-4b3c-aec7-da0c5cfd9332,alice426,2017-09-02T11:31:00.000Z,2017-09-02T11:42:00.000Z,24fb3178-200b-4031-815d-c0d562305882,
5540a786-51d5-4b03-bf66-8976d505cd6b,bob327,2017-06-08T13:28:00.000Z,2017-06-08T14:21:00.000Z,10fe257d-cc0d-40a7-96c2-daadc9035f0b, see you after a week or two 
ea35dbfc-4ea9-4ec0-89c2-3fc9a2df86a4,eve672,2017-10-11T13:10:00.000Z,2017-10-11T14:03:00.000Z,bf1b4a63-8397-420b-b8bb-6f5d6e533777,
5aab0e83-8065-4bf6-9ca9-0c98e59932d9,alice010,2017-03-25T09:58:00.000Z,2017-03-25T10:34:00.000Z,888318eb-12bc-4baa-9f24-a6f814af5f9b,
86736692-d73f-4e04-bb1a-3ec795cd6bf8,dave985,2017-05-09T06:24:00.000Z,2017-05-09T07:25:00.000Z,456f2b0d-08ee-47c1-b51b-4be48bde6c1f, that'd be the one  sorry to be repetitive!
440dd475-82f9-46d8-9da6-b2a83cab4824,alice318,2017-05-16T16:06:00.000Z,2017-05-16T16:24:00.000Z,db3d6290-b88f-4555-ba41-ca3b401a7b2f,
ff930cd0-145c-48ff-95fc-ddab3c25b359,dave411,2017-05-21T05:36:00.000Z,2017-05-21T06:26:00.000Z,99680c6d-6e16-42e2-a790-bdba7a1ebe7b,
482f98c2-0d4b-4981-9554-fa03c08d171e,carol909,2017-10-23T05:36:00.000Z,2017-10-23T06:44:00.000Z,c4e9a36f-1528-4de2-8935-ef86f20ce6dc,woke up feeling rested and refreshed today! it's about time 
b842aa7e-b1b3-4186-bff3-0f8dfb8c49bf,bob332,2017-12-17T08:47:00.000Z,2017-12-17T09:28:00.000Z,c3bbba7f-0e98-4a11-9daa-dddf173d1179,
8e069a0c-789a-4332-a183-b8a67e01a25c,carol346,2017-11-02T05:25:00.000Z,2017-11-02T06:21:00.000Z,f100d88e-b14d-45dd-9c95-b5219d58a08a,
b586ef15-9cdf-4b4b-8d69-faf3ba10f781,eve672,2017-01-24T00:42:00.000Z,2017-01-24T01:40:00.000Z,35c1d70d-b010-4d9d-94a4-dbfd9be565a6,god works mysteriously!i learn that if u think of the world wonderfully you will receive more &amp; get what u ask for 
c79aea6d-8fb7-4a67-ad2c-d2f32b36cf9a,bob371,2017-12-18T06:06:00.000Z,2017-12-18T06:48:00.000Z,32f202cc-6d72-4e4c-8913-c509fad10bb1,sleep for now then get up in 4 hours  then a very busy week aghhhhh
2829d37f-470c-44c0-95e0-57d50104212e,eve347,2017-02-08T06:07:00.000Z,2017-02-08T07:11:00.000Z,7e2ef396-f6ec-46fc-9f9b-f69aed80639d,any ideaz on what to get dad for father's day ? no socks tho 
bbbc51f3-7c6f-4a26-a0ac-439c14b3897d,eve431,2017-05-03T15:45:00.000Z,2017-05-03T16:39:00.000Z,f6b75779-65d0-430b-a929-9f965678a524,#traveltuesday 
3ad9a0ec-a036-489a-b848-e1eff9494814,alice387,2017-09-13T23:24:00.000Z,2017-09-14T00:25:00.000Z,5070d331-e923-467a-8def-642cbf6d4525,oooo haha just waking up and ready to eat a delicious breakfast and prepared to go in the afternoon to watch a movie 
c4c418ad-4cbc-4833-a699-3b0f9b8e9103,alice584,2017-09-03T15:09:00.000Z,2017-09-03T16:21:00.000Z,2a73fc66-03b2-46fc-acf0-c1fb32db2c64, justwaitin to have a bbq hope its stays like this 
8d7e4ad8-63fa-43d8-8e43-0fbbcda72c22,alice542,2017-12-13T17:13:00.000Z,2017-12-13T18:27:00.000Z,c4ffab92-7254-4008-a545-df9a1bc3c4ff,finding out what this is. 
cbc7ca2a-9dc2-4678-9343-4057022f9a7f,frank840,2017-08-20T17:59:00.000Z,2017-08-20T18:42:00.000Z,67aded22-3629-41c3-a16c-19a0c226b806,doing another piece of media homework is that all i get now :/ milkshake diet starts today woop woop 
84cc7092-5197-4950-b061-527bf2905ae1,dave603,2017-09-27T08:23:00.000Z,2017-09-27T09:19:00.000Z,50c53be3-af9c-49be-bcff-7d4bb11f61e8, wasn't that funny re. the doggie?.... 
58bcd3af-3882-4597-ac5f-9ca5e293fa3a,alice593,2017-07-13T17:23:00.000Z,2017-07-13T18:19:00.000Z,738226f0-c3fb-490e-9d22-3f352efa8646,
e0d3327b-f982-4d98-a47e-16652d090264,dave834,2017-06-08T05:52:00.000Z,2017-06-08T06:18:00.000Z,833ed9d0-6ec3-4c04-b2c2-710aa81bf079, 8.00 
f6118eef-cb3b-48f7-aa7c-e9f343afc482,eve347,2017-01-10T05:50:00.000Z,2017-01-10T06:26:00.000Z,28d5fd25-faca-41af-bad3-04800d6d7db9,
70ac9a8e-2ddf-4afd-a940-aac69afe0c93,dave985,2017-11-30T16:26:00.000Z,2017-11-30T17:16:00.000Z,d0b22ebf-b96b-415a-b708-62d557e13c33,
6b671824-caae-4bd7-87d1-a23e8f466f51,bob185,2017-07-03T06:09:00.000Z,2017-07-03T07:03:00.000Z,062b6684-05a1-4c9d-93a3-21b66ec9cf9d,
6b2c1410-d23d-4ee1-bc36-0a209509c2d0,frank840,2017-06-14T18:58:00.000Z,2017-06-14T19:31:00.000Z,0c4af371-dced-485c-a76b-1a0d359da130,is now a dsc student.  http://twitpic.com/7jp4d
38c642f8-5705-47b6-9cbb-5c90c4e97d21,eve347,2017-10-14T08:16:00.000Z,2017-10-14T09:27:00.000Z,9ae13bba-6a0d-4895-99c2-cec1acf76952,
4a2b370c-bdc3-45e2-aff3-e09b29315cd6,dave411,2017-11-01T10:56:00.000Z,2017-11-01T11:55:00.000Z,37c7f2dd-b056-4ac6-a84f-08ec37879d0b, you cant fail. 
62fdde0a-7f0c-4b81-b480-0ed0a93447fd,frank125,2017-07-14T13:16:00.000Z,2017-07-14T14:04:00.000Z,71b544f3-a967-4b0d-870b-3c25b263f9bd,omg!!!!!!!!!! my dad will be having surgery today  please keep him in your prayers 
25a01f8b-8a4b-4a93-bf7c-ceaee1cdb408,dave834,2017-06-01T05:39:00.000Z,2017-06-01T06:39:00.000Z,47e385e4-c12e-4e3e-b987-90572e68167f, even if they don't act nicely. 
6f899319-d3f2-4fe3-ac21-cbe9418aa85d,bob371,2017-07-23T18:48:00.000Z,2017-07-23T19:42:00.000Z,47712825-9576-42d1-8b02-43d06af7d1df,fucking boredom... makes me wanna go have a smoke... 
f5274d0c-1266-40de-8cef-d16ea7cf0550,frank235,2017-05-27T04:54:00.000Z,2017-05-27T05:46:00.000Z,498162b8-9493-45cf-afc9-453ab93456d0, have u visited him recently?  i hope he is feeling better
d1988676-3e55-493f-8d1d-c4fec0309c3f,frank715,2017-10-27T07:58:00.000Z,2017-10-27T08:46:00.000Z,b80667eb-6026-453c-befb-0ff7a7b51ff7,is back from getting the new jonas brothers cd!!!  on to my ipod it goes!!
2aa392a7-e834-4307-9d0a-876415c0a62d,bob041,2017-11-06T02:19:00.000Z,2017-11-06T03:02:00.000Z,a27a62af-fe73-4572-a7d0-63f4c6366942,wants to buy big bang theory on dvd!!  byeeee.x
c5df1ffa-82be-49f0-8ca0-f3fa9c667ac0,frank309,2017-05-07T17:58:00.000Z,2017-05-07T18:50:00.000Z,171d85d1-95b7-406a-b4c1-33908401bf66, i loveeeee frosted flakes with bananas on top. i didn't know anybody else knew about that... 
71776c48-1fe4-48d1-9aef-d72079708116,alice584,2017-10-08T16:44:00.000Z,2017-10-08T18:01:00.000Z,e29e2983-139f-4d57-a103-49059700c348,processing another credit application!  more hours to bill! 
36dd0c90-af00-41c7-af92-09faf26944cd,dave985,2017-09-07T12:30:00.000Z,2017-09-07T13:33:00.000Z,9f1e51e1-20ef-4cd5-a961-2dcee0c9face,lmao 
e9556867-044d-4032-8bbc-757c05df97c2,bob327,2017-08-24T06:51:00.000Z,2017-08-24T07:36:00.000Z,0f46deea-0b50-4911-b266-c44b1233f156,the maine- please out me to sleep! i have tests in the morning! 
318fe05d-e171-447a-835e-b881ab7a9331,carol346,2017-02-12T10:00:00.000Z,2017-02-12T10:49:00.000Z,2695f3db-3a5a-4696-a6d8-afd792894516,ahhh yay! found my missing sunglasses while cleaning my office!! so happy. 
4b6726b3-35ae-45f7-9dd0-e999730ef275,dave834,2017-01-23T01:22:00.000Z,2017-01-23T02:16:00.000Z,7723bf8f-41c3-407c-ade4-93aef4d7c664,had an injection today. not fun  the rrst of the school day has been good. tonight i am going dancing yey 
463ac996-bb0a-4fe4-a7a0-99b859cfc357,bob588,2017-01-24T16:00:00.000Z,2017-01-24T17:06:00.000Z,e8177660-3e3b-4a74-b2b0-2882efa5bec5,
6be4df1d-57cf-4dc7-80ad-a91f9ef8a61e,bob185,2017-08-05T09:25:00.000Z,2017-08-05T10:04:00.000Z,fe5daf7a-6323-476f-9c17-8ea6ece29477,no o2 gprs  anyone else with issues?
009bf285-c117-4d11-9007-08a353818a79,dave834,2017-08-17T16:48:00.000Z,2017-08-17T17:48:00.000Z,cd144ee7-dcc6-43fb-8bd7-31480f74806e,
17a854b1-4a8a-4dc7-b339-ac3c0e5e6c92,frank840,2017-04-30T10:40:00.000Z,2017-04-30T11:29:00.000Z,7f774ff9-4404-433c-b6e1-c83521423ee0,
16359cf1-0951-48d0-93c6-0bc78ee7038d,bob041,2017-04-24T11:19:00.000Z,2017-04-24T12:21:00.000Z,9728146b-0ceb-471e-8c3b-6136f86524ac,
cac9fad1-bf2d-4a13-ae48-0e02e0eedcbb,eve347,2017-04-05T16:34:00.000Z,2017-04-05T17:18:00.000Z,4cd435a3-ad49-420e-ae72-0b61ccf045f7,dropping molly off getting ice cream with aaron i want him to meet manda  spending the night with meredith and lauren i missed them dearly
5b6bbb42-f11e-4be1-b3f1-44839ea63bf2,alice740,2017-01-06T18:02:00.000Z,2017-01-06T18:27:00.000Z,fbcdd227-940a-44f2-819f-4ef7a28eec4f,wow 8:40 am is pretty early for me to wake up. lol. 
96d77af0-291a-4280-9c5b-aa7a03c4aa4d,dave304,2017-10-16T11:24:00.000Z,2017-10-16T12:17:00.000Z,63974ec9-58f1-4f2a-89cd-bd9e11806279,wants the 
c996b76b-a26d-41c5-bafe-e1cb9b1ccb8d,bob474,2017-12-01T21:34:00.000Z,2017-12-01T22:41:00.000Z,3e2591f6-6328-4ce9-a672-42b93b3f5511,i really should be sleeping already but just can't seem to get to bed before the sun comes up. progress on sorting out life is slow+hard. 
589277b2-6795-452a-a477-1ee7722ca215,alice387,2017-03-20T00:43:00.000Z,2017-03-20T01:33:00.000Z,537b8ece-09f2-4314-803a-9c35f508f0f0,**** yeah!! i got the local clinical psychologist job!! 
a303f86e-54fd-4ed0-b9b8-4007733d807a,frank309,2017-11-13T14:56:00.000Z,2017-11-13T15:33:00.000Z,7dce4e26-975b-4ade-ae55-c0987684822f,
9a842aed-f833-4244-b404-ca5b6568fb24,carol568,2017-06-19T12:00:00.000Z,2017-06-19T13:09:00.000Z,bd0301ac-807d-4c64-b998-e17df06b4826, last shift tomorrow then a whole week off 
e59e06bd-1732-491f-b20f-4376192c76cf,bob332,2017-01-11T15:45:00.000Z,2017-01-11T16:47:00.000Z,947d4040-3922-4bcc-8c20-08794ff9b7a5,
7606aeea-bd15-4e2b-8762-945f09209fde,alice584,2017-04-09T11:09:00.000Z,2017-04-09T12:17:00.000Z,cd45bbdd-187b-473c-9045-29dfbc42c5d3,scrubbed into surgery today 
3a21ca96-ce4d-4567-8ea7-074ae2f106eb,alice455,2017-11-13T16:00:00.000Z,2017-11-13T16:56:00.000Z,7a39709b-7b96-4c8d-af51-2ffea1e9cf40,i just switched back to opera (using the moi skin). it's really fast &amp; stable to work with - i'm loving it  http://www.opera.com/download/
f9794ead-cc93-4911-a5e9-b26b4812365f,bob185,2017-08-12T19:29:00.000Z,2017-08-12T20:27:00.000Z,10fdfb3e-d65e-488b-a02a-d1fdad6f49b0, return of super fever 
